stu_id	sch_id	byses	bygrads	par_inv	f1locus2	f1s64a	f1s64b	f1s64c	f1s64d	f1s64e	f1s64f	f1s64g	f1s64h	f1s64i	f1s64j	f1s64k	f1s64l	optimism	Opt_Res	Loc_Res
4557839	45578	.902	3.8	.897839386625351	1.18	5	5	5	5	4	4	5	5	4	3	3	4	4.36363636363636	-.0817674648662806	.855116510864579
4563778	45637	-.687	1.1	.843018964589535	-.57	2	1	4	4	4	4	5	3	5	5	3	3	3.63636363636364	-.30766612896298	-.379934688283014
4565431	45654	-1.311	3	-2.08567812905364	-1.3	3	3	3	2	3	3	3	3	3	5	5	5	3.27272727272727	-.484692461510189	-1.01868648151141
4568679	45686	.238	3.5	-.611844410210694	.07	5	5	5	5	5	5	4	4	5	5	4	4	4.72727272727273	.597406277768855	.00419087441456914
4568692	45686	-.215	4	.180633970219735	-.83	5	5	3	3	5	4	4	3	3	5	4	4	4	-.32369521076946	-1.02530800348532
4574713	45747	-.428	1.2	-.515966163737366	-.96	3	1	3	3	5	3	5	3	4	3	5	3	3.45454545454545	-.294783850578353	-.651716675831606
4576801	45768	-.187	3.8	1.2966540227296	-.15	5	5	4	4	3	4	3	4	3	5	4	5	4	-.472681755598324	-.442136211541148
4576814	45768	-.335	3.5	-2.87143538800715	-.58	3	3	4	4	4	4	5	4	4	4	4	4	3.90909090909091	.164241842289763	-.35375726803118
4578801	45788	.101	1.8	-.203114288379559	.58	5	5	5	4	5	5	4	3	4	5	5	5	4.54545454545455	.630071269284222	.727931276386419
4578851	45788	.632	2.3	.839635378445245	.28	5	5	4	4	4	4	4	4	4	4	4	4	4.18181818181818	-.00150079637533069	.200885822891416
4582031	45820	.35	2.3	.0727052924517856	-.64	4	3	3	4	5	5	5	4	4	5	3	5	4.09090909090909	.041260481411412	-.613789925488777
4583076	45830	.122	4	.686801764368366	.53	5	5	4	4	4	5	3	4	5	5	4	4	4.36363636363636	-.0534371767857645	.254492233980722
4583078	45830	-.938	2.8	.0363348340652112	.51	5	5	5	5	5	5	5	5	5	5	5	5	5	.919107591706259	.558093855536475
4585127	45851	1.422	3.5	.989738153999285	-.14	5	5	3	3	3	4	5	3	3	4	3	3	3.72727272727273	-.702077614796951	-.467907350491105
4585177	45851	.429	3.5	.753540250470827	-.63	5	4	4	4	4	4	5	3	3	4	4	4	4	-.357211816110069	-.861289542433751
4585936	45859	1.628	4	.939195157540415	1.43	5	5	5	5	5	5	5	5	5	5	5	5	5	.490635092554864	1.01973761231929
4585954	45859	.389	3	.229783120084013	-.81	5	4	4	3	4	4	3	4	4	4	3	3	3.81818181818182	-.371810214966254	-.90677851765595
4585995	45859	-.744	4	1.2966540227296	.56	5	5	5	5	5	5	5	5	5	5	5	5	5	.513896580828003	.277958830435441
4586743	45867	-.142	3	.753540250470827	-.13	5	5	3	3	4	3	4	2	2	4	3	4	3.45454545454545	-.802002526444263	-.247457637857644
4590335	45903	-.291	3.5	.136060192409957	.74	5	5	5	3	4	4	4	3	3	3	4	4	3.90909090909091	-.323650164384301	.628424935258296
4591040	45910	.325	2.5	-.126414265738555	-1.78	3	3	3	2	4	1	3	3	3	4	3	1	2.90909090909091	-1.1399597060161	-1.75921520491278
4591810	45918	-1.311	3.3	-.916029440418169	-.14	5	4	4	4	3	3	3	3	2	2	3	4	3.27272727272727	-.722542969241587	-.0328892902800157
4592420	45924	-.444	4	.388288006332431	.07	5	5	5	5	4	4	4	4	4	4	5	4	4.45454545454545	.105094229701216	-.132198164467917
4595860	45958	-.051	1.5	-.981386918716096	-.81	3	3	3	3	4	3	3	4	3	4	3	4	3.27272727272727	-.462905762377414	-.520656035496093
4596728	45967	.905	2.5	-.26005681719305	.07	5	4	4	4	4	4	4	4	4	4	3	3	4	-.0472608188892795	.0645778853585327
4598159	45981	.697	4	.875840257582245	.07	5	5	5	5	5	5	5	4	4	5	5	4	4.81818181818182	.350883275701759	-.267271413092878
4598512	45985	.033	2.3	-.0270200658929595	.51	5	4	3	3	4	4	4	3	4	4	5	4	3.90909090909091	-.113594970728506	.569760688335769
4598540	45985	.18	2	-.119882366155957	1.18	5	3	5	1	4	4	4	2	1	4	3	5	3.27272727272727	-.691275963263652	1.28371731782765
4599489	45994	-.078	3.5	.556708378307735	.07	5	5	4	4	4	4	4	3	4	4	4	4	4.09090909090909	-.217141481163678	-.103474837516568
4611924	46119	1.055	3.5	.0996897340233823	.3	5	5	5	5	5	5	5	5	5	5	1	1	4.63636363636364	.363500194233508	.0971389513899108
4634497	46344	.224	3.3	.296521606186473	.72	5	5	4	5	5	5	4	4	4	4	5	4	4.54545454545455	.301619965118387	.583447040266861
4650315	46503	.189	2.8	-1.22508025471622	-.16	5	4	4	4	4	4	5	4	4	4	5	4	4.27272727272727	.35731832852304	-.0513468573517186
4650377	46503	1.002	3.5	.489969892205275	1.2	5	5	5	5	5	5	5	5	5	5	3	3	4.81818181818182	.484011663017407	.957458884403262
4654012	46540	.853	4	.229783120084013	.3	5	5	4	5	5	4	5	4	5	5	4	4	4.63636363636364	.268217022078109	.0235786191826259
4654016	46540	1.108	4	.686801764368366	-.14	5	4	4	4	3	4	4	4	4	5	4	3	4.09090909090909	-.359864546645486	-.485343537032434
4654072	46540	.572	2.8	.359876506144644	-.61	3	3	4	5	4	4	4	4	2	5	4	4	3.81818181818182	-.366645148829097	-.704862101497235
4671599	46715	.841	3	.363260092288934	-1.96	5	5	5	5	4	4	5	5	5	4	5	3	4.72727272727273	.500245363644698	-2.1036470100619
4686952	46869	-.049	2.5	.585119878495522	.95	5	5	5	5	5	5	4	3	3	4	4	4	4.36363636363636	.212295465522519	.918088250639303
4686960	46869	-.782	2.8	-.894771410348204	.19	5	3	3	2	4	5	5	2	3	5	5	4	3.81818181818182	-.117459007369665	.330666738484772
4692242	46922	.927	3.5	.686801764368366	.74	5	5	4	5	4	5	5	1	5	3	2	2	4	-.363439455458217	.480865699495873
4713027	47130	1.326	3.8	1.00593364364288	1.43	5	5	4	4	5	5	4	5	4	5	3	3	4.45454545454545	-.0228316762812951	1.06305600319579
4727018	47270	.03	2.3	.883633636531458	.1	4	3	3	4	3	4	3	2	3	4	4	3	3.36363636363636	-.806222730694398	.0586273646546965
4736814	47368	.808	3.8	.883633636531458	.07	5	5	5	5	5	5	5	4	4	5	2	2	4.54545454545455	.105560934422812	-.246644773112874
4744567	47445	-.211	3.5	.426614992247104	-.19	5	4	3	3	3	3	3	3	3	3	3	3	3.27272727272727	-1.00973815297779	-.339576827189731
5214161	52141	-.355	1.9	.493353478349564	.07	5	4	4	4	3	4	4	3	4	3	3	4	3.72727272727273	-.301391143560423	.158041401047619
5400274	54002	1.476	2.8	.420943720075566	-.14	5	5	4	4	4	4	4	3	4	4	5	4	4.18181818181818	-.0437823512985234	-.305686143072187
5403800	54038	1.391	3.3	.243988870177906	-.19	5	5	4	4	3	4	4	3	4	4	3	3	3.90909090909091	-.366134221625321	-.403362162358075
5403852	54038	1.041	3	.493353478349564	.3	5	5	4	4	4	4	4	3	4	5	4	4	4.18181818181818	-.0730842942098791	.127709546895356
5403883	54038	1.419	3.8	.969728764505876	1.2	5	5	5	5	4	5	4	2	4	5	3	3	4.27272727272727	-.201973222445237	.830498266689129
5407741	54077	1.547	4	.229783120084013	.35	5	5	5	5	5	5	5	5	5	5	5	3	5	.608133439051267	.024424435528335
5407774	54077	1.154	3.8	1.00593364364288	.53	5	5	5	5	4	4	4	4	4	4	3	3	4.27272727272727	-.198771139329922	.175238308078409
5415730	54157	1.797	2.8	.489969892205275	-.35	4	4	4	4	4	4	4	4	4	4	4	4	4	-.247735141845795	-.546103582357913
5415733	54157	.806	3.5	.363260092288934	.27	5	5	5	5	5	5	5	5	4	5	5	5	4.90909090909091	.602111940425961	.0554424618670323
5415784	54157	.819	1.8	.883633636531458	.52	5	5	4	4	3	4	4	4	4	4	3	3	4	-.115678151806893	.496134067833346
5425900	54259	1.014	2.5	.229783120084013	.48	5	5	5	5	5	5	5	5	5	5	3	3	4.81818181818182	.687976017547192	.41234387157357
5425917	54259	1.246	3.3	.686801764368366	.07	5	5	4	4	4	4	4	4	4	4	3	3	4.09090909090909	-.25097419477107	-.182372432236161
5425963	54259	.719	3	-.22723552420034	.51	5	5	4	4	4	4	4	4	4	5	3	3	4.18181818181818	.0544586924031721	.44070963648741
5425985	54259	.647	4	1.23329912277143	.09	5	5	4	4	4	4	4	5	4	5	4	4	4.36363636363636	-.15976339395955	-.283511310892097
5430507	54305	1.647	4	1.49348589489269	1.38	5	5	5	5	5	5	5	5	5	5	4	3	4.90909090909091	.309433768196486	.90670539064119
5433004	54330	1.035	3.3	.424327306219855	.3	5	5	5	4	4	3	5	4	3	3	3	4	4	-.292222839080253	.0917826784049531
5433099	54330	1.243	2.5	.0996897340233823	.07	5	5	4	3	4	5	4	3	5	5	3	3	4.18181818181818	.0648248752571956	.000602379763729985
5434483	54344	-.561	2.8	.715213264556153	-.39	4	3	3	4	4	3	3	3	4	3	3	4	3.36363636363636	-.83993319902895	-.444159807653691
5435484	54354	1.131	4	.877962364359919	-.37	5	5	5	5	4	4	3	3	3	3	4	4	4	-.482475252165694	-.738246652009942
5439494	54394	.562	4	-.579188696467559	1.18	5	5	5	5	3	5	5	3	5	4	4	4	4.45454545454545	.22717602814727	1.01421910218048
5456797	54567	1.27	2.5	1.00593364364288	-.64	5	5	5	5	5	5	4	5	5	4	3	4	4.63636363636364	.371884932464996	-.812165002786043
5473070	54730	1.227	4	.742363285377324	-.37	5	5	5	5	5	5	5	5	5	5	5	5	5	.536173405257439	-.729955382284206
5473075	54730	.905	3.8	.653980471375656	.74	5	5	3	3	3	4	3	3	3	5	1	1	3.45454545454545	-.951522751626496	.442042861256539
5473083	54730	.6	4	1.23329912277143	.76	5	5	5	5	5	5	5	5	5	5	5	5	5	.478206636486465	.389817574744433
5475219	54752	.762	2.5	.359876506144644	.33	5	4	3	4	3	4	4	5	4	5	2	3	3.90909090909091	-.233541277874918	.26571439252469
5475283	54752	1.05	3.5	.570914128401629	.3	5	5	5	5	4	4	4	4	5	5	3	3	4.45454545454545	.10564399518945	.0450509624572301
5482839	54828	1.11	3	1.05846637965144	-.55	5	5	4	4	5	5	4	5	4	5	5	5	4.63636363636364	.287709779215843	-.790068431067576
5483476	54834	1.378	3.3	.0365004133147864	.32	4	5	5	5	5	5	5	5	5	5	3	3	4.72727272727273	.486048052870551	.130649791123873
5488819	54888	1.326	3.5	.715213264556153	-.35	5	5	3	3	3	2	2	4	3	3	3	3	3.27272727272727	-1.10894430174472	-.640556304236621
5493226	54932	.634	3.5	1.3328589018666	.74	5	4	3	3	4	4	4	2	4	4	3	3	3.63636363636364	-.821545279431967	.429719014714084
5705546	57055	1.099	3.8	.296521606186473	.32	5	5	4	4	4	4	5	3	5	5	3	3	4.27272727272727	-.0821614363684513	.0480836200842625
5705594	57055	1.022	4	-.239035951913994	-.11	5	5	4	5	3	4	4	3	4	4	3	3	4	-.298102888551478	-.346216764031878
5713683	57136	-.793	2	.457148599212565	.1	5	5	5	5	5	5	5	5	5	5	5	5	5	.97593202890235	.208415092406356
5776759	57767	.483	3	.160756947954304	1.43	5	5	5	5	5	5	5	5	5	5	5	5	5	.817958457619591	1.33424556973276
6234367	62343	1.531	3.3	.551037106136197	1.22	5	5	3	4	5	4	4	5	5	4	5	4	4.45454545454545	.124877849716515	.962550894750567
6234376	62343	.47	4	-.0573880936088456	.36	5	5	4	4	4	4	4	4	4	4	4	4	4.18181818181818	-.126795176706354	.142664513720079
6237722	62377	.85	2	-.353945324116682	-.96	3	3	3	3	3	2	3	3	3	3	3	3	2.90909090909091	-1.03995808330764	-.877688359876653
6248890	62488	.569	3	-.290590424158511	.53	5	5	5	5	5	5	5	5	5	5	4	3	4.90909090909091	.797104299995496	.478384447625668
6256651	62566	1.164	3.7	1.2966540227296	.07	5	5	5	5	5	4	5	5	5	4	3	4	4.63636363636364	.133736166736173	-.303146069660894
6259629	62596	.922	4	.825429628351352	.3	5	5	4	4	3	3	4	3	4	5	4	4	4	-.466836052389325	-.0475974155739209
6259679	62596	.927	4	.163044633981553	-.16	5	5	4	4	4	4	4	3	4	4	4	4	4.09090909090909	-.268973437385682	-.434235340805013
6803837	68038	1.035	3.8	.623446864410196	.27	5	5	5	4	4	4	4	4	4	4	4	4	4.27272727272727	-.132846094135277	-.0337666379657796
6806073	68060	-1.953	3	-.412724852020354	-.58	5	3	4	4	4	4	4	4	4	4	4	4	4	-.00603595827068107	-.439396738490762
6806824	68068	.328	2.5	.194839720313629	-.14	3	4	4	4	4	4	4	4	3	4	3	3	3.72727272727273	-.373835323395997	-.155179745059913
6808651	68086	.225	3.5	.562379650479274	.77	5	5	5	5	4	5	5	4	4	5	3	3	4.54545454545455	.226130670102626	.574433323612094
6808662	68086	-.743	1.6	-1.52021042660786	.72	5	3	5	5	5	5	5	5	5	5	5	5	4.81818181818182	1.17711219900734	1.10364376469302
6811439	68114	-.177	4	-.569107631491097	-.15	5	4	4	4	4	4	4	3	3	4	3	3	3.81818181818182	-.385559988001827	-.264561395605814
6813083	68130	.401	2.5	-1.04950641262309	-1.29	5	5	4	4	5	5	5	3	5	4	4	5	4.45454545454545	.552184627591076	-1.17186801512642
6813561	68135	.151	2.5	.330604378545798	-.42	5	2	3	3	3	3	3	3	3	3	3	3	3.09090909090909	-1.02610592914057	-.437752426275263
6813761	68137	-.095	4	.709541992384614	.07	5	5	5	5	5	4	4	4	4	3	3	3	4.27272727272727	-.140607182412788	-.192668969088224
6815058	68150	.033	1.3	.103073320167672	-.14	4	4	4	4	4	4	4	4	4	4	4	4	4	.118570439178692	.0520616870067103
6815809	68158	-.082	2.8	-1.253491754904	-.14	5	3	4	4	3	4	3	4	4	4	3	3	3.72727272727273	-.174278958397399	-.00899075492722132
6816204	68162	1.379	4	1.49348589489269	.48	5	5	5	5	5	5	5	5	5	5	4	4	4.90909090909091	.318593632325793	.0256871215048069
6816288	68162	-.219	3.5	.883633636531458	-.64	5	5	3	3	4	5	4	4	4	5	4	4	4.18181818181818	-.174285296014112	-.839871389311018
6818502	68185	-.802	2.3	-.87753687525392	-1.02	4	1	3	3	3	3	3	3	3	3	3	3	2.90909090909091	-.947505749053833	-.806445244398307
6820113	68201	-1.718	2.8	-.275003666260085	-.64	5	1	5	5	5	5	5	5	5	5	5	5	4.63636363636364	.632481848906153	-.502012235490797
6820116	68201	-.36	3.5	.363260092288934	-.39	5	4	4	4	3	6	3	4	4	3	3	3	3.7	-.567126723982965	-.521972843405441
6820154	68201	-1.29	3	.523887085315025	-.59	5	4	3	3	3	3	4	4	3	3	3	3	3.45454545454545	-.725624767700201	-.600589947797176
6820184	68201	-.956	2.8	-.0247323798657103	-.79	5	4	5	5	5	4	5	4	5	5	5	5	4.72727272727273	.656871647702069	-.733835138504858
6825477	68254	.663	2.3	-.33320767444019	-.35	5	3	3	5	5	5	5	5	4	5	5	5	4.54545454545455	.550754434441896	-.300785209754973
6828191	68281	.685	4	.877962364359919	.07	5	5	4	4	5	3	4	5	4	3	4	8	4.18181818181818	-.285413415863666	-.266657652139894
6829265	68292	-.76	3.3	.76774600056472	-.12	5	3	4	3	4	4	5	3	3	4	4	4	3.81818181818182	-.468229932430249	-.239300969130444
6831600	68316	.03	3.3	.489969892205275	.95	5	5	5	5	5	5	5	5	5	5	4	4	4.90909090909091	.640601493073715	.805658866644845
6832823	68328	-.518	2.1	-1.07401394627311	.75	5	1	5	5	5	5	5	2	5	5	3	3	4.18181818181818	.37974925914582	.994661332223447
6834018	68340	-.915	3	.504175642299168	-.35	5	3	4	3	4	5	4	5	5	5	5	4	4.36363636363636	.173837006517668	-.384956537328222
6835237	68352	-.559	2.3	-.495956774243956	.08	5	5	5	5	3	5	5	3	4	5	5	4	4.54545454545455	.618841328840104	.233878013132054
6835292	68352	-1.252	1.5	-1.48526702683748	-.81	4	1	3	4	2	4	4	1	3	2	1	5	2.63636363636364	-.976730737577474	-.379516033588881
6837439	68374	-.665	2.8	-.248714272849973	-.62	4	3	4	4	3	3	4	4	8	4	4	3	3.7	-.344123510862809	-.559519161424192
6840162	68401	-.485	3.3	-.502369145388637	.51	5	3	4	4	3	4	4	5	4	4	4	4	4	-.0904011020309458	.512571444854461
6840164	68401	.209	3.3	1.04213852277988	.51	5	5	5	5	5	5	5	5	5	5	5	5	5	.63609297330569	.291530435626386
6840172	68401	.533	2.5	.235454392255552	-.37	4	3	4	4	4	4	4	4	4	4	3	3	3.81818181818182	-.296501265293988	-.404219321786293
6840189	68401	-.691	2.8	-.386601037859817	-1.33	3	1	3	5	5	5	4	5	5	5	3	5	4	-.020935087818135	-1.25233236005855
6842202	68422	-.142	3.8	-.789319640501827	-.58	5	5	5	5	5	5	4	2	4	5	3	5	4.36363636363636	.22677130385373	-.643177368615319
6842244	68422	-.784	3.5	-1.89404319948027	-1.02	4	1	3	3	3	2	3	3	3	4	2	3	2.81818181818182	-1.06939011085239	-.87072885604825
6842719	68427	.224	3.5	.975400036677415	-.41	5	4	3	3	3	3	3	3	3	3	3	5	3.27272727272727	-1.11335827310367	-.651460504661086
6844572	68445	-.521	2.8	.252523348100261	.3	5	2	5	5	5	4	4	4	4	4	5	5	4.27272727272727	.142619235306706	.294499429759413
6844849	68448	-.553	3	-.233885060135928	.52	5	5	5	5	5	5	4	3	5	4	5	5	4.63636363636364	.553554721211101	.541542051421217
6844905	68449	-.121	3	.260316727049474	-.85	5	4	4	3	4	5	4	3	3	4	4	4	3.90909090909091	-.268408096317546	-.914054623925519
6844914	68449	-.089	.8	-.466164266251638	-.35	4	3	4	4	4	4	4	4	4	4	4	4	3.90909090909091	.205039116976129	-.0125579674297366
6844971	68449	-.993	4	-.22723552420034	.28	5	4	3	3	4	3	4	3	3	4	4	5	3.63636363636364	-.594777806034459	.185187095561918
6845037	68450	1.174	4	-.424067396363431	.32	5	5	5	5	5	5	4	4	4	4	4	4	4.54545454545455	.272080777385669	.0936094559667475
6848160	68481	-.704	3.5	.520205552693184	.72	5	5	5	5	5	5	4	4	5	5	5	4	4.81818181818182	.537430478849713	.594925451667368
6849317	68493	-.492	2.8	.2581946202718	1.18	4	5	4	5	5	3	5	4	3	5	5	5	4.36363636363636	.231619958650937	1.1718142858755
6849336	68493	-1.417	1.6	-.854790534472283	.07	5	3	5	5	5	5	5	5	5	5	5	5	4.81818181818182	1.09253333686331	.427327438772264
6849432	68494	-.094	2.3	.18275607699741	-.39	4	3	3	4	4	4	4	4	4	4	3	5	3.72727272727273	-.324998581937961	-.344590030046279
6851960	68519	.333	3	.883633636531458	.79	5	5	5	5	5	5	5	5	5	5	5	5	5	.706177792298462	.624421396758218
6851980	68519	.927	3.3	1.23329912277143	-.19	5	4	3	4	3	3	4	3	3	4	3	4	3.54545454545455	-.873908221111584	-.480597690359381
6852397	68523	-1.329	3.3	.269537164614877	.15	5	5	3	4	4	3	5	3	5	3	5	5	4.09090909090909	-.0954820603952002	.126444994449721
6854260	68542	-1.404	1.6	-2.02075299939661	-.38	3	2	3	2	3	2	4	3	3	2	3	5	2.72727272727273	-.810254437315671	.10616556424614
6854277	68542	.558	3.8	.944700850462379	.53	5	5	5	5	5	5	5	5	5	5	5	5	5	.558774924374491	.224265951792075
6854295	68542	-.856	2.8	.263865892443338	-.86	5	3	5	4	5	5	5	5	5	5	5	5	4.72727272727273	.606780143538924	-.843035707898698
6855141	68551	-.432	3	-.599972396955707	-1.04	4	4	4	4	4	4	4	4	4	4	4	4	4	-.0277389382288858	-.986286538308078
6856315	68563	.249	3.5	1.2966540227296	-.62	5	2	4	3	4	5	3	3	4	4	3	3	3.63636363636364	-.802531274173963	-.898983246595528
6857475	68574	-.114	3	1.18855976571207	-.58	5	5	5	5	5	4	3	4	4	4	4	4	4.36363636363636	.0357777169248551	-.747853722058861
6860280	68602	-1.26	2.3	.166428220125842	.07	4	4	4	4	4	4	4	4	4	4	3	5	3.90909090909091	-.100687527759885	.199811776725375
6861410	68614	.108	1.3	-.193152751841015	.33	5	5	5	5	5	5	5	5	5	5	5	5	5	1.16391429703388	.549716360208402
6861480	68614	-.018	1.6	.111607798090026	-.37	4	4	4	4	4	4	4	3	4	4	4	4	3.90909090909091	-.0206644978963453	-.219309603347538
6861789	68617	.313	3.5	1.36339250883206	.97	5	5	4	4	4	4	3	3	3	3	3	3	3.72727272727273	-.724602915710271	.679056538544427
6863509	68635	-.756	3.5	.201371619896227	-1.04	4	4	4	4	4	4	4	4	4	4	4	4	4	-.227410536350556	-1.12590879332276
6863553	68635	-.733	3.8	-1.06106967554583	-.35	4	3	4	4	4	5	4	4	4	5	4	4	4.09090909090909	.0181924403036255	-.341075593118206
6863563	68635	-.34	2.5	.648474778453693	-.17	5	5	5	5	5	5	5	4	5	5	3	3	4.72727272727273	.575631710335646	-.18835169739875
6864198	68641	.39	2.3	-.0270200658929595	.33	5	1	4	3	5	4	5	4	5	5	3	5	4	-.034887639125992	.364475322968936
6864407	68644	-.282	3	.172099492297381	.12	5	1	4	4	4	4	4	5	4	4	4	5	3.90909090909091	-.248638382678849	.0771661942811949
6864474	68644	.009	3.5	.489969892205275	.27	5	5	4	4	4	4	4	5	5	5	5	4	4.54545454545455	.245223737605066	.0977904468942001
6864480	68644	.335	3.8	1.49348589489269	.73	5	5	5	5	5	5	4	3	4	5	5	4	4.63636363636364	.114007957765551	.378986673232137
6864815	68648	-.465	1.6	-1.75112507113028	-1.52	3	2	2	2	1	1	4	1	1	2	2	1	1.90909090909091	-1.704135618232	-1.13034796313745
6864866	68648	-.586	2	-.672911624141616	-1.89	3	3	3	3	3	3	3	3	3	3	3	3	3	-.848383603349891	-1.67048281594807
6865134	68651	.313	4	.845306650616784	-.37	5	5	5	5	5	5	4	3	3	5	5	5	4.54545454545455	.0962186413975571	-.676675652375274
6865644	68656	-.071	3.3	.686801764368366	-.36	5	5	4	4	4	4	4	4	4	5	4	4	4.27272727272727	-.0241428000487951	-.519092807059358
6865646	68656	-.802	3.5	.197127406340878	.07	5	4	3	4	5	5	5	3	3	4	4	3	4.09090909090909	-.134242833213069	-.0121784004509192
6865658	68656	-.549	3.5	.233166706228302	.29	5	4	5	5	4	4	4	4	4	4	4	3	4.27272727272727	.0330996965718668	.185891498743643
6867104	68671	.634	3.3	-.983674604743345	-.4	5	3	4	4	3	3	3	3	3	3	4	4	3.45454545454545	-.596262224535685	-.423120326164834
6867306	68673	-.336	3.3	-.288302738131261	.07	5	5	4	4	3	4	4	2	4	4	4	4	3.90909090909091	-.221022759565798	.038194917235657
6871813	68718	-.76	2.3	-.120742993567016	.52	5	5	4	4	5	5	4	4	4	4	3	5	4.27272727272727	.292302390047255	.646357117708449
6871849	68718	-.431	2.8	.493353478349564	.52	5	5	5	4	5	4	4	3	4	4	4	4	4.27272727272727	.100594834595135	.481323206121298
6871885	68718	.812	2.3	.359876506144644	1.43	5	5	5	5	5	5	5	5	5	5	5	5	5	.888118025539034	1.39152881901024
6875008	68750	-.56	3	-.675199310168865	-.58	4	2	4	4	4	4	4	4	4	4	4	4	3.81818181818182	-.193016163874806	-.508848703615473
6875068	68750	.141	4	.781951750658613	-.65	5	5	5	5	5	5	5	4	5	4	4	3	4.72727272727273	.294161632680279	-.937442639449704
6875085	68750	-.212	3.3	.883633636531458	.07	3	2	5	4	5	4	4	4	4	4	4	4	3.90909090909091	-.414792676544135	-.101011386604812
6878855	68788	-1.282	1.3	.651858364597982	.51	5	5	5	5	5	5	5	5	5	5	5	5	5	1.07476286467329	.734125878980614
6878891	68788	.171	3.3	.975400036677415	.36	5	5	4	4	5	4	5	4	5	5	5	4	4.63636363636364	.284548698579792	.151649139283244
6880932	68809	-.39	2.3	-.187647058919051	-.14	3	3	3	3	3	3	3	1	3	3	3	3	2.81818181818182	-1.16406906501158	-.0324033118928509
6880967	68809	.808	4	-.884469626792074	.3	5	5	4	4	4	5	5	4	5	5	4	5	4.54545454545455	.35904883648751	.150770004635431
6880969	68809	-.181	2.8	.753540250470827	.04	5	5	5	5	5	5	5	5	5	5	4	3	4.90909090909091	.686335035783322	-.045339576868876
6881708	68817	.972	4	1.04426062955755	.73	5	5	5	5	8	3	5	5	4	4	4	4	4.5	-.00393549328565326	.354507717609656
6884321	68843	.128	3	.781951750658613	.09	4	4	4	4	5	5	4	5	4	4	4	4	4.27272727272727	.0023562118009462	-.0497429129281723
6884337	68843	-.132	2.1	-.351657638089432	.09	5	2	3	4	5	4	4	3	2	4	3	3	3.54545454545455	-.386630612118262	.226931610172915
6885566	68855	.2	3	.198105670104928	-.14	4	4	4	4	4	4	4	4	3	4	4	4	3.90909090909091	-.269318323782659	-.219866793734387
6888289	68882	-.315	3	.224111847912475	1	5	3	3	4	5	5	5	5	5	5	5	5	4.54545454545455	.380441433182088	.953715090156844
6889150	68891	-.51	2.5	-.338192986968681	-1.3	1	4	5	5	5	5	5	3	5	5	5	5	4.36363636363636	.377374856311487	-1.19650570692716
6889283	68892	-.869	2.3	-.187481479669476	.28	5	5	4	4	4	3	4	4	4	4	5	4	4.18181818181818	.215912068470946	.421504563497086
6895163	68951	-1.828	2	-1.09939666146051	-.62	5	1	4	4	3	3	3	4	4	3	5	3	3.54545454545455	-.191505815880415	-.265052118159498
6896988	68969	.685	3.8	.493353478349564	-.64	5	5	4	5	5	4	4	4	4	8	8	8	4.44444444444444	.0718729796065378	-.904499091827731
6898586	68985	-.756	3.3	.162137955758837	-.38	5	4	4	4	4	4	4	4	4	4	4	4	4.09090909090909	-.0976972266538522	-.432186721053408
6898771	68987	-1.575	3	-.279247879815434	.1	4	3	4	5	5	4	4	4	4	4	3	3	4	-.0405420725358303	.19897599329697
7040925	70409	-.812	2.5	-.642378017176155	.07	5	3	4	5	5	5	4	4	4	4	5	4	4.36363636363636	.436891210387495	.228736623795278
7081732	70817	-.171	2.5	-.288302738131261	-.63	5	4	5	5	5	4	4	4	4	5	4	4	4.45454545454545	.448628886820599	-.556068419433231
7081796	70817	.206	4	.455026492434891	.72	5	5	4	5	5	4	4	4	3	5	3	4	4.27272727272727	-.109733342695848	.464336791246369
7084010	70840	.775	3.5	.875840257582245	.07	5	5	5	5	5	5	5	5	5	5	5	4	5	.61118338286447	-.199406461242468
7084045	70840	.358	3.5	-.0304036520372486	-1.26	4	4	3	2	4	3	3	3	3	4	3	3	3.27272727272727	-.955274294046611	-1.3990164106449
7084071	70840	.401	3	.742363285377324	.02	5	5	5	5	4	4	4	4	4	4	4	3	4.36363636363636	.0903370023253216	-.134673016986106
7200412	72004	.905	2.8	-.2939740103028	.29	5	5	5	5	5	5	5	3	4	5	4	5	4.63636363636364	.545899372399403	.244318807039262
7200482	72004	.883	4	.449355220263352	.29	5	5	4	5	4	4	4	4	4	4	3	3	4.18181818181818	-.222864155873252	-.0129821767716373
7202203	72022	.229	3.3	-.418396124191893	.3	5	5	5	5	5	5	5	4	4	4	3	3	4.54545454545455	.417069362112348	.242655434492328
7202219	72022	-.186	3	-1.06319178232351	-.41	5	5	4	3	3	3	3	4	4	3	4	3	3.72727272727273	-.233959848273141	-.322158811708504
7202234	72022	-.178	2	-1.60773261319847	-.62	3	3	3	3	3	3	3	3	3	3	3	3	3	-.711144258956205	-.325345015714634
7202638	72026	-.586	4	.166428220125842	.95	5	5	5	5	5	5	5	5	5	4	5	5	4.90909090909091	.600373387299143	.782549889586563
7202648	72026	.005	3.3	-.132085537910093	.03	5	5	5	5	4	4	5	4	4	5	4	5	4.54545454545455	.378421700265222	-.0433424777599272
7204938	72049	-.48	1.6	-.0744019101234611	.3	4	4	4	3	3	5	4	2	3	5	5	5	3.81818181818182	-.065700599451094	.504113482054662
7205721	72057	-.444	3.5	-2.06813484362711	-1	5	4	5	5	5	4	4	5	4	3	3	5	4.27272727272727	.401689645275182	-.85543565882273
