stu_id,sch_id,sstratid,sex,race,ethnic,bys42a,bys42b,bys44a,bys44b,bys44c,bys44d,bys44e,bys44f,bys44g,bys44h,bys44i,bys44j,bys44k,bys44l,bys44m,bys48a,bys48b,bys79a,byfamsiz,famcomp,bygrads,byses,byfaminc,parocc,bytxrstd,bytxmstd,bytxsstd,bytxhstd,bypared,bytests,par_inv,f1s36a1,f1s36a2,f1s36b1,f1s36b2,f1s36c1,f1s36c2,f1s36d1,f1s36d2,f1s36e1,f1s36e2,f1s36f1,f1s36f2,f1s39a,f1s39b,f1s39c,f1s39d,f1s45a,f1s45b,f1s62a,f1s62b,f1s62c,f1s62d,f1s62e,f1s62f,f1s62g,f1s62h,f1s62i,f1s62j,f1s62k,f1s62l,f1s62m,f1s64a,f1s64b,f1s64c,f1s64d,f1s64e,f1s64f,f1s64g,f1s64h,f1s64i,f1s64j,f1s64k,f1s77,f1s78a,f1s80aa,f1s82,f1s83,ffugrad,f1cncpt1,f1cncpt2,f1locus1,f1locus2,f1txrstd,f1txmstd,f1txsstd,f1txhstd
4550625,45506,45,2,2,0,4,1,1,3,3,1,2,4,4,1,3,4,1,4,1,5,5,0,5,1,3.8,-1.032,10,20.26,40.018,40.885,46.949,40.894,1,42.1865,-1.861861815,1,2,1,0,1,0,1,2,1,1,1,1,5,3,4,4,2,4,2,3,3,2,2,3,3,2,3,3,2,2,2,3,3,4,3,3,3,3,3,3,3,3,0,2,0,5,2,4,-0.33,-0.29,0.03,-0.14,40.75,41.43,36.5,40.6
4550903,45509,45,1,4,1,3,3,2,4,4,2,2,3,3,2,3,2,2,4,3,6,6,2,3,1,2.5,0.281,11,61.32,50.442,57.158,51.096,49.521,3,52.05425,0.128101234,3,2,2,1,2,1,2,1, , ,0, ,5,4, ,4,2,1,2,3,2,2,2,3,3,2,3,3,2,3,3,5,4,4,4,3,4,4,5,4,4,4,2,3,1,6,2,4.333333333,-0.33,-0.1,-0.45,-0.17,52.3,56.68,60.83,51.21
4550966,45509,45,1,4,1,3,5,2,2,3,3,2,3,4,3,2,4,3,3,2, , ,2,7,1,2.3,0.608,13,66.18,31.355,47.88,31.223,41.658,3,38.029, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4551333,45513,45,2,4,1,5,5,2,1,3,1,2,3,2,2,2,1,2,2,4,2,3,4,6,2,3.5,-0.203,9,58.01,54.909,53.771,51.238,50.396,3,52.5785,-0.494000247,2,1,0,1, , ,3,1,2,1,0,0,2,5,4,4,4,6,3,1,3,2,2,3,3,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,0,2,0,5,2,3.75,-0.73,-0.68,0.03,-0.35,52.93,56.42,63.44,54.94
4551356,45513,45,2, , ,4,5,2,3,3,2,1,3,2,2,2,3,3,3,3,5,5,4,4,1,2,-0.366,5,49.7,67.499,56.422,62.39,59.023,4,61.3335,-1.069958955,1,4,1,2,1,1,1,1,1,1,1,5,5,6,3,6,4,4,2,3,4,1,1,3,4,1,2,4,2,4,4,5,5,3,3,3,4,4,4,5,5,4,0,1,0,1,1,5,0.83,0.74,0.96,0.74,59.76,52.44,60.64,59.8
4552432,45524,45,2,2,0,2,6,1,4,4,1,1,4,4,1,4,4,2,4,4, , , ,6,1,2,-1.052,7,61.32,44.079, ,31.223,32.702,1,36.00133333, ,1,1,1,0, , ,0,0,0,0,0,1,5,1,5, ,3,5,1,4,4,2,3,3,4,2,4,4,3,4,4,3,2,3,3,3,4,4,3,3,4,4,1,3,2,2,2,3.666666667,-0.34,0.43,0.96,0.69, , , , 
4553177,45531,45,2,2,0,4,4,2,3,3,2,2,3,3,2,4,3,2,3,3, ,5,1,5,1,4,-0.502,12,27.41,50.307,53.698,53.669,46.791,3,51.11625,0.75354025,2,2,1,1,1,1,0,1, , ,1,1,5,3,7,7,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,0,2,0,5,1,5.5,-0.73,-0.87,0.03,-0.14,48.91,55.2,44.76,45.07
4554000,45540,45,1,1,1,3,5,2,3,2,2,2,3,3,2,3,4,3,3,2, ,5,4,2,1,2.8,0.622,11,56.33,67.499,69.013,73.829,69.508,4,69.96225,-0.29397401,7,4,4,4,4,4,4,4,4,4,3,3,8,6,8,6,4,6,2,3,2,2,2,3,4,2,3,3,1,3,2,5,5,5,5,4,3,5,4,3,3,4,0,1,0,5,3,7,-0.33,-0.1,0.01,0.11,66.62,65.62,72.11,69.16
4554021,45540,45,1,1,1,3,3,2,2,3,3,1,3,2,2,1,1,2,3,3,6,6,3,3, ,4,-0.727, , ,37.581,43.094,40.23,49.413,3,42.5795, ,1,2,1,1,0,2,1,1,0,2,1,1,7,7,7,7,5,6,2,2,3,2,2,3, ,2,2,3,3,3,2,4,3,3,3,3,3,4,3,4,3,3,0,1,0,5,2,7,-0.33,-0.28,0,-0.74,49.03, , , 
4554068,45540,45,1,2,0,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,0,6, ,2,-0.271,9,20.26,50.577,46.702,44.52,38.381,1,45.045,-0.674338683,4,0,5,0,4,0,4,0,5,0,3,0,4,3,3,3,6,6,2,2,3,2,2,3,3,2,3,2,3,2,3,3,2,3,4,3,3,3,3,3,3,3,0,2,2,6,3,3.25,-0.33,-0.46,0.03,-0.4, , , , 
4554074,45540,45,1,1,1,5,6,2,3,3,2,2,1,3,2,1,1,1,3,3,5,5,2,7, ,2.7,-0.304,6,49.7,50.577,51.414,51.238,52.907,3,51.534,-0.490805882,1,3,1,2,1,2,0,1,1,0,0,0,8,5,4,6,6,6,2,3,3,3,1,2,3,2,2,2,3,2,3,5,4,5,3,5,4,3,5,3,5,4,0,1,0,2,2,5.75,-0.32,-0.63,-0.43,-0.42,45.47,53.13,42.05,32.98
4554083,45540,45,2,2,0,6,6,2,2,3,2,2,3,2,2,1, , ,3,3,5,3,1,5,1,2.3,0.233, ,56.33,44.216,44.566,36.226,48.539,3,43.38675,-0.246592166,0,1,0,1,0,1,0,1,0,1,0,1,3,3,3,3,4,6,3,3,2,2,3,3,3,2,2,3,3, ,1,2,4,3,3,3,3,3,3,4,4,3,0,0,0,5,3,3,-1.13,-0.84,-0.45,-0.83,47.19,37.11,33.63,33.75
4555509,45555,45,2,4,1,2,4,2,4,3,2,2,3,3,1,2,2,2,3,3,3,3,2,4,1,3.5,0.192,10,66.18,54.775,43.168,49.094,45.262,3,48.07475,-1.026126276,2,1,1,1,0,0,1,2, , ,1,1,3,5,6, ,3,2,1,3,3,2,2,3,3,2,2,2,2,3,3,5,2,4,3,4,3,4,3,3,5,3,0,1,0,6,3,4.666666667,0.06,-0.23,0.03,0.07,51.45,52.29,39.71,42.03
4555548,45555,45,1,4,1,1,1,2,4,3,2,2,3,4,2,4,4,2,3,3,5,2,1,4,1,3.5,0.687,10,66.18,61.001,53.108,64.679,59.132,5,59.48,-0.660132933,4,4,2,1, , ,5,5, , ,2,1,5,5,7,5,0,3,2,2,3,2,2,3,3,2,2,2,2,3,3,5,5,5,5,5,5,4,4,4,5,3,0,2,0,1,2,5.5,-0.33,-0.45,0.03,-0.14,57.77,61.75,57,60.05
4555912,45559,45,1, , ,4,6,1,2,4,1,1,4,4,1,3,4,2,4,3,5,6,3,3,1,3.8,0.204,10,61.32,65.334,65.773,64.535,61.645,3,64.32175,0.828813214,2,4,2,2,0,1,0,2, , ,1,1,8,8,8,8,3,5,2,4,3,1,1,4,3,2,4,4,2,3,3,5,4,4,4,5,4,5,3,3,5,4,0,2,0,6,2,8,0.47,0.71,0.48,0.51,64.96,66.94,67.04,68.03
4555956,45559,45,1,4,1, , , , , , , , , , , , , , , , , , ,5,1,0.8,-0.483,12,66.18, ,44.272,29.363,27.896,1,33.84366667, ,1,3,1,1,0,1,0,1,1,1,1,1,4,6,3,4,2,4, , , , , , , , , , , , , ,4,2,4,4,4,4,5,3,3,4,4,0,2,0,5,3,4.25, , , , , , , , 
4555981,45559,45,1,1,1,3,3,1,4,3,1,2,4,3,2,3,2,2,4,2,6,6,1,10,1,3.8,1.724,13,81.87,54.909,51.562,51.382,55.747,6,53.4,0.781951751,1,2,1,2,1,2,1,3, , ,1,1,8,7,8,7,3,4,1,4,3,1,1,3,4,2,3,2,2,4,3,5,5,5,5,5,5,5,3,4,4,3,0,2,0,2,2,7.5,0.86,0.6,0.48,0.51,59.45,62.3,51.35,58.54
4556760,45567,45,1,2,0,2,3,1,3,1,1,1,3,1,1,3,2,1,4,1, ,5,6,3,5,3.8,0.483,12,56.33,63.438,64.301,62.534,62.628,3,63.22525,0.94470085,1,2,1,1, , ,0,1,0,1,0,1,2,6,8,8,2,3,1,1,3,1,1,4,4,1,3,4,2,4,3,5,5,5,5,5,5,4,5,4,4,4,0,1,0,4,1,6,1.22,1.14,0.94,0.1,63.3,61.09,64.42,60.69
4556766,45567,45,2,2,0,6,3,2,4,4,1,2,2,3,2,2,2,1,4,3,5,5,1,4,2,3.5,-0.45,10,56.33,63.167,60.692,55.672,47.009,3,56.635,-1.326762141,2,2,1,1,1,1,1,1, , ,1,1,5,5,8,3,3,5,2,3,3,2,2,3,3,2,2,3,2,3,2,4,4,4,3,3,4,4,3,4,4,4,0,2,1,4,2,5.25,-0.33,-0.28,0.03,-0.14,58.61,56.43,45.27,46.73
4556778,45567,45,2,4,1,2,1,2,3,3,2,2,3,3,2,3,3,2,3,3, ,5,1,2,5,2.3,-0.267,6,56.33,65.334,61.871,48.809,61.753,3,59.44175,-0.517955903,1,3,1,2,1,1,1,2, , ,1,1,7,6,6,3,1,2,2,3,3,2,2,3,3,2,3,3,2,3,3,5,5,4,4,4,4,4,3,3,4,4,0,3,1,4,2,5.5,-0.33,-0.1,0.03,0.07,62.86,41.56,40.65,53.78
4557627,45576,45,1,1,1,3,6,1,3,3,1,1,4,3,1,2,4,2,3,3,6,6,5,4,1,4,0.341,11,61.32,67.499,67.761,69.397,69.508,3,68.54125,0.482176513,1,2,1,1,1,1,1,0, , ,1,0,7,8,8,7,3,4,2,2,3,2,2,3,3,1,2,4,3,3,2,5,5,4,4,4,4,4,4,3,5,3,0,1,0,5,3,7.5,0.03,0.09,0.03,-0.6,65.4,67.13,69.45,66.43
4557829,45578,45,2,4,1,6,6,2,3,4,2,2,3,3,2,3,3,2,3,3, ,5,3,3,5,2.8,0.108,9,56.33,37.581,48.101,36.941,47.337,3,42.49,-0.221564252,3,3,1,1,1,1,1,1, , ,2,2,3,6,2,6,2,3,2,3,3,3,2,3,3,3,2,2,3,2,3,5,4,3,3,3,3,3,1,3,4,4,0,0,0,1,2,4.25,-1.08,-1.07,0.03,-0.19,44.76,48.94,45.8,34.92
4557839,45578,45,2,4,1,1,4,2,4,4,2,2,4,4,2,4,4,3,4,3,6,5,0,7,1,3.8,0.902,12,66.09,67.499,57.158,62.39,57.494,5,61.13525,0.897839387,3,2,1,0,1,0,1,0, , ,2,1,7,7,8,7,4,5,2,4,4,2,1,4,4,2,4,4,2,4,4,5,5,5,5,4,4,5,5,4,3,3,0,1,0,1,2,7.25,0.07,0.67,1.41,1.18,60.11,58.56,56.23,65.28
4563716,45637,45,1,2,0,2,2,2,3,2,3,1, ,3,2,2,2,2,3,2,5,5, ,5, ,2.8,-0.831, ,27.41,42.185,50.236,55.672,59.023,1,51.779, ,2,3,2,2, , ,1,2, , ,2,3,7,5,4, ,3,3,2,3,3,1,3,2,3,3,2,2,2,2,2,5,5,4,4,4,4,4,4,3,4,4,0,2,0,3,2,5.333333333,-0.7,-0.85,-0.43,-0.37,39.2,43.47,36.86, 
4563778,45637,45,1,2,0,4,6,1,3,3,3,4,2,3,3,3,3,2,3,3,6,6, ,4,1,1.1,-0.687,11,20.26,44.35,56.053,37.799,53.89,2,48.023,0.843018965,1,1,1,1,1,0,0,1, , ,1,1,4,4,1,1,6,6,1,1,2,1,1,4,3,1,4,4,2,4,2,2,1,4,4,4,4,5,3,5,5,3,0,2,0,4,2,2.5,1.22,1.33,0.01,-0.57,45.09,53.03,49.11, 
4565431,45654,45,2,2,0,0,2,3,2,3,3,3,2,2,3,2,2,3,2,3,6,6,1,6,1,3,-1.311,7,15.57,39.748,45.524,37.942,43.405,1,41.65475,-2.085678129,0,1,0,1, ,0,0,1, ,0,0,1,5,1, , ,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,3,3,3,2,3,3,3,3,3,5,5,0,1,0,6,3,3,-1.88,-1.53,-1.36,-1.3,41.3,43.24,38.52,29.15
4568611,45686,45,1,4,1,4, ,2,2,3,2,2,2,2,3,2,2,2,3,1, , ,1,3, , ,-0.678,5,56.33,52.879,39.781,39.801,43.405,2,43.9665, , ,0, , , , , , , , , , ,1, , , , , ,2,2,2,3,2,3,3,2,2,2,3,2,3,3,3,4,2,2,3,3,4,2,3,3,2,2,1,3,3, ,-0.72,-0.86,-0.45,-0.63,32.39,33.05,35.87,28.94
4568679,45686,45,2,4,1,2,3,2,4,3,2,2,3,3,2,3,3,2,3,3,5,5,1,5,1,3.5,0.238, ,66.18,50.577,50.163,49.523,55.638,3,51.47525,-0.61184441,2,3,1,1,1,1,1,1,1,1,1,1,4,8,8,6,1,2,2,3,3,2,2,3,3,2,3,3,2,3,3,5,5,5,5,5,5,4,4,5,5,4,0,2,0,3,2,6.5,-0.33,-0.1,0.03,0.07,38.96,45.52,46.9,44.61
4568692,45686,45,2,4,1,2,3,3,4,4,3,3,3,4,3,2,1,2,2,4,5,6,1,4,1,4,-0.215,11,66.18,65.334,59.588,64.679,69.508,3,64.77725,0.18063397,2,3,1,1,1,2,1,2,1,2,1,1,5,8,8,7,3,4,2,2,3,3,3,2,3,2,2,1,3,2,2,5,5,3,3,5,4,4,3,3,5,4,1,2,1,6,2,7,-1.13,-1.27,-0.43,-0.83,61.07,54.72,61.09,63.6
4570064,45700,45,1,2,0,6,6,2,2,3,2,2,2,3,3,2,2,3,2,2,6,4,0,6, ,1.8,-1.663,4,7.32,37.853,34.479,33.939,26.039,1,33.0775, ,1,0,0, ,0,0,0, ,0, ,0, ,7,3,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.75, , , , ,38.17,32.6,38.29,38.33
4570092,45700,45,1,2,0, ,2,2,4,4,1,1,3,4,2,3,4,2,2,4, , ,1,8,5,2.3,-1.329,7,15.57,39.612,37.718,42.517,48.757,1,42.151, , ,1,1, ,1, ,1, ,1, ,1, ,2,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.75, , , , ,36.9,35.37,42.72,30.97
4571937,45719,45,1,2,0,3,2,2,3,3,3,2,3,3,2,2,2,3,3,2, , ,1,6,1,3.5,-1.475,6,7.32,41.779,42.211,58.101,43.624,1,46.42875, ,2,2,1,1,2,1,1,1,1,2,1,1,4,1,2,5,3,1,2,3,3,2,2,3,2,2,2,2,2,3,2,3,2,3,1,4,3,3,3,3,4,4, , , , , ,3,-0.33,-0.45,-0.43,-0.36,41.96,40.63,37.5,37.69
4574713,45747,45,1,2,0,3,4,2,2,1,1,1,2,1,1,1,1,3,3,2, ,5,1,3, ,1.2,-0.428,7,56.33,47.328,37.645,35.655,33.903,2,38.63275,-0.515966164,1,0,1,0,1,2,1,0, , ,1,0, , , , ,3,6,2,1, ,3,2,2,3,2,2,2,3,2,3,3,1,3,3,5,3,5,3,4,3,5,0,3,0,2,2, ,-0.72,-0.86,-0.52,-0.96,52.23,42.96,38.96,47.61
4576801,45768,45,2,1,1,1,4,1,3,4,1,1,3,4,2,2,2,1,4,4,6,6,6,7,1,3.8,-0.187,8,20.26,63.303,62.975,60.103,57.276,5,60.91425,1.296654023,2,3, , ,2,3,2,3,1,1,2,2,5, ,7, ,1,4,3,3,4,2,2,1,3,4,1,2,2,4,3,5,5,4,4,3,4,3,4,3,5,4,0,0,0,5,3,6,-1.44,-1.08,-0.41,-0.15,60.49,59.68,63.37,59.6
4576814,45768,45,1,2,0,5, ,1,3,3,2,2,2,3,3,3,2,2,3,2,1,1, ,9,1,3.5,-0.335,12,49.7,37.853,45.818,31.508,33.903,1,37.2705,-2.871435388,1,2,1,1,1,1,1,0,1,1,2,2,8,4,5,7,1,2,2,2,3,3,2,2,3,2,3,3,2,3,2,3,3,4,4,4,4,5,4,4,4,4,0,3,2,2,3,6,-0.72,-0.32,-0.43,-0.58,42.59,45.18,36.1,30.66
4578801,45788,45,1,4,1,4,6,1,3,3,2,1,3,4,2,3,4,2,4,2,2,5,1,3,1,1.8,0.101,10,70.6,56.805,61.944,64.679,62.628,4,61.514,-0.203114288,2,1,1,1,1,0,1,1,1,1,1,1,6,5,4,4,3,6,1,3,4,1,1,3,4,1,4,4,1,4,2,5,5,5,4,5,5,4,3,4,5,5,0,1,0,5,2,4.75,1.22,1.33,0.96,0.58,64.13,60.85,62.4,60.53
4578833,45788,45,1,1,1,3,3,1,3,4,1,1,3,3,2,4,4,1,3,3,6,6,1,4,1,3.8,0.154,10,81.87,54.503,57.158,58.53,59.132,3,57.33075,1.363392509,3,3,1,1,2,2,1,0,1,0,2,2,8,8,8,7,3,2, , , , , , , , , , , , , ,5,5,5,4,5,5,5,4,5,5,5,0,0,0,1,2,7.75, , , , , , , , 
4578851,45788,45,1,1,1,2,3,1,4,3,1,1,3,3,2,2,2,2,4,3,6,6,1,3,1,2.3,0.632,11,66.09,54.775,51.709,57.959,54,4,54.61075,0.839635378,1,3,1,1,1,1,1,1,1,1,1,1,7,3,5,5,2,4,1,4,3,1,1,3,3,1,3,3,2,4,3,5,5,4,4,4,4,4,4,4,4,4,0,0,0,2,2,5,1.22,0.97,0.03,0.28,52.5,46.03,51.17,50.93
4582031,45820,45,1,4,1,6,6,2,4,4,1,1,2,3,1,2,2,2,4,3,6,6,1,2,5,2.3,0.35,7,66.09,48.683,45.45,47.522,50.504,4,48.03975,0.072705292,1,1, ,1, ,1, ,0, , , ,0,1,4,8,1,5,2,2,3,3,1,2,3,1,2,2,3,3,3,3,4,3,3,4,5,5,5,4,4,5,3,3,3,2,6,3,3.5,0.06,-0.06,-0.88,-0.64, , , , 
4582065,45820,45,1,2,0,1,1,1,3,3,2,2,3,3,2,2,2,2,3,3, , , ,5,1,1.8,-1.22,8,20.26,46.922,43.168,44.375,46.573,1,45.2595, ,2,1, , ,2,1,2,1, , ,1,1,7,3,5,1,3,5,2,2,3,2,2,2,2,3,2,2,2,3,3,3,4,3,2,2,3,3,3,4,3,4,0,1,0,5,3,4,-0.69,-0.66,-0.88,-0.6,43.47,46.94,45.51,43.12
4583037,45830,45,1,4,1,3,4,2,3,4,1,2,3,3,2,3,3,2,3,3,5,5,2,4,1,3,-0.145,10,56.33,43.944,46.554,42.517,52.034,3,46.26225,-0.872031182,3,4,2,2,1,1,2,2,2,1,0,0,4,4,5,6,2,2, , , , , , , , , , , , , ,5,3,3,4,4,5,5,4,3,4,4,0,1,0,2,2,4.75, , , , , , , , 
4583076,45830,45,2,4,1,5,3,2,3,4,2,1,4,4,1,3,3,2,3,3,5,5,4,5,1,4,0.122,8,49.7,63.303,66.583,64.964,57.276,5,63.0315,0.686801764,3,4,1,3,2,1,2,1, , ,2,1,8,8,8,8,1,2,2,3,4,1,2,3,4,1,2,3,2,4,3,5,5,4,4,4,5,3,4,5,5,4,0,1,0,5,2,8,0.42,0.33,0.96,0.53,60.81,62.79,51.66,57.08
4583078,45830,45,1,4,1,3,4,1,4,4,4,2,3,2,2,2,3,1,4,3,5,5,1,6,2,2.8,-0.938,4,20.26,34.604,42.873,44.52,36.524,3,39.63025,0.036334834,2,3,1,2,1,1,2,1, , ,2,3,5,5,7,6,2,3,1,4,3,2,2,3,4,1,3,3,2,3,3,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,2,5.75,0.42,0.33,0.48,0.51,50.15,52.97,42.35,47.56
4584518,45845,45,2,4,1,3,6,2,3,4,2,2,4,3,2,4,4,2,4,3, ,5,2,4,6,2.5,-0.457,9,20.26,46.381,62.165,40.23,45.262,3,48.5095,-0.678582896,1,4,0,2,0,0,0,2, , ,0,2,4,7,5,4,3,5, , , , , , , , , , , , , ,5,4,4,3,3,4,3,3,4,4,4,0,2,1,6,3,5, , , , , , , , 
4585127,45851,45,1,3,0,2,5,1,3,4,1,2,3,3,2,3,4,2,4,3,6,5,1,3,6,3.5,1.422,11,81.87,58.836,63.27,60.245,62.519,6,61.2175,0.989738154,1,5,0,2,1,3,0,2, , ,1,3,8,6,7,6,3,6,1,2,3,1,1,3,3,2,3,3,2,3,3,5,5,3,3,3,4,5,3,3,4,3,0,2,2,6,3,6.75,0.86,0.58,0.03,-0.14,60.06,63.2,67.39,59.22
4585177,45851,45,1,4,1,3,3,2,1,4,1,1,3,3,2,3,2,2,4,4,5,5,4,6,1,3.5,0.429,11,70.6,54.638,54.802,53.669,52.143,3,53.813,0.75354025,3,3, , ,2,2,2,4,1,2,1,1,4,4,5,5,2,5,2,2,3,1,2,2,3,2,1,1,3,2,3,5,4,4,4,4,4,5,3,3,4,4,0,3,2,4,2,4.5,0.06,-0.77,-0.43,-0.63,41.39,49.97,48.31,53.84
4585936,45859,45,2,4,1,1,3,1,3,4,1,1,4,4,1,3,4,2,4,4,6,6,6,4,2,4,1.628,14,81.87,61.001,65.7,62.963,59.023,6,62.17175,0.939195158,1,3,1,1,1,2,1,1, , ,1,1,8,8,8,8,0,2,1,4,4,1,1,4,4,1,4,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,3,2,8,1.22,1.33,1.41,1.43,62.66,63.59,63.52,59.65
4585954,45859,45,2,4,1,2,3,2,4,3,2,2,3,3,2,2,3,2,3,3,5,5,4,6,3,3,0.389,9,49.7,61.542,63.122,57.959,47.009,5,57.408,0.22978312,2,3,1,2,1,2,1,2, , ,0,0,7,6,6,7,0,1,2,2,2,1,1,2,3,1,2,3,2,4,2,5,4,4,3,4,4,3,4,4,4,3,0,3,3,4,2,6.5,0.83,0.57,-0.9,-0.81,64.1,62.94,53.77,52.68
4585995,45859,45,2,4,1,1,1,2,1,4,1,1,4,3,1,3,4,2,4,3,6,6,1,6,6,4,-0.744,8,27.41,46.11,60.766,51.238,55.638,2,53.438,1.296654023,5,6,2,2,3,1,2,2, , ,7,7,6,8,8,8,0,0,1,4,3,1,2,3,4,1,3,2,1,3,2,5,5,5,5,5,5,5,5,5,5,5,0,3,2,6,2,7.5,0.81,0.38,0.48,0.56,52,56.2,48.29,48.32
4586743,45867,45,2,4,1,5,6,1,3,4,1,1,3,3,2,3,3,2,4,3,5,5,1,4,5,3,-0.142,7,56.33,59.105,49.059,55.527,55.638,3,54.83225,0.75354025,2,2,3,1,2,2,2,2, , ,2,1,6,7,7,6,2,5,2,2,4,2,2,2,3,2,2,2,2,3,3,5,5,3,3,4,3,4,2,2,4,3,0,2,0,5,3,6.5,-0.33,-0.45,0.05,-0.13,58.81,52.81,52.54,56.64
4587024,45870,45,1,4,1,4,5,2,3,4,2,1,2,4,2,2,2,2,3,4,5,5, ,4,1,1.5,0.03,10,56.33,37.853,49.574,58.101,55.638,3,50.2915,-0.73965011,7,2,2,1,2,1,2,1,2,1,0,0,7,4,8,7,3,6, , , , , , , , , , , , , ,4,4,4,5,5,4,4,4,4,4,3,0,2,0,6,1,6.5, , , , , , , , 
4590050,45900,45,1,4,1,3,2,1,4,3,1,2,4,3,1,3,4,2,4,3,6, , ,3,1, ,-0.161,10,61.32,60.46,53.329,49.951,56.183,3,54.98075,1.172231909,4,1,2,1,3,0,2,0,2,0,2,0, ,6,8,6,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.666666667, , , , ,63.94,57.27,60.72,59.37
4590335,45903,45,1, , ,6,6,1,3,4,2,1,3,4,1,2,3,1,4,3,6,6,3,4,1,3.5,-0.291,10,7.32,50.307,55.98,53.383,58.149,3,54.45475,0.136060192,5,3,2,2,3,2,4,3,2,1,1,1,8,5,8,8, ,5,2,3,4,2,2,3,4,2,2, ,2,4,4,5,5,5,3,4,4,4,3,3,3,4, , , ,1,2,7.25,-0.33,-0.15,0.96,0.74,65.82,60.02,53.35,62.73
4591040,45910,45,2,1,1,2,0,1,2,1,2,2,2,2,2,2,2,2,2,2, ,6,1,4,1,2.5,0.325,10,70.6, , , , ,4, ,-0.126414266,0,0,0,0,1,1,1,1,2,2,1,1,5,7,5,5,1,1,1,2,2,2,1,2,1,2,2,3,4,2,2,3,3,3,2,4,1,3,3,3,4,3,0,0,0,6,2,5.5,0.47,-0.01,-1.81,-1.78,34.3,34.71,37.31,33.35
4591810,45918,45,1,1,1,4,6,2,2,3,2,2,2,2,2,2,2,2,2,2,6,6,1,6,1,3.3,-1.311,7,15.57,33.385,50.163,49.094,51.16,1,45.9505,-0.91602944,1,2,1,1,1,1,1,1, , ,1,3,7,7,8,7,2,4,2,3,3,2,2,3,3,2,3,2,2,3,2,5,4,4,4,3,3,3,3,2,2,3,0,1,0,6,3,7.25,-0.33,-0.27,0.03,-0.14,45.07,48.2,43.69,55.51
4591882,45918,45,2,2,0,4,5,1,3,3,1,1,4,4,1,3,3,2,4,2,5,5,1,5,1,3.8,-1.056,9,25,48.412,55.98,39.801,52.143,1,49.084,0.365547778,1,4,1,2, ,1, ,2, ,1, ,2,8,7,8,6,2,5, , , , , , , , , , , , , ,5,5,4,5,5,5,5,4,4,4,4,0,1,0,2,2,7.25, , , , , , , , 
4592420,45924,45,1,4,1,4,6,2,3,3,1,1,3,3,2,2,2,2,4,3,6,6,3,3,1,4,-0.444,10,58.01,54.638,57.526,51.096,62.736,3,56.499,0.388288006,2,2,1,1,0,1,0,1, , ,1,1,8,8,8,8,2,4,2,3,3,1,1,3,3,2,2,3,2,3,3,5,5,5,5,4,4,4,4,4,4,5,0,3,0,5,2,8,0.47,0.17,0.03,0.07,51.5,59.41,51.91,62.79
4595860,45958,45,1,4,1,2,3,2,1,4,2,3,2,2,2,2,3,3,2,3,4,3,1,4,1,1.5,-0.051,11,56.33,37.581,59.514,56.1,50.286,3,50.87025,-0.981386919,3,2,1,1,1,2,1,1, , ,0,1,8,5,1,7,6,6,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,4,3,3,4,3,4,3,0,1,0,2,3,5.25,-0.33,-0.64,-0.9,-0.81,39.58,52.07,53.54,51.03
4596728,45967,45,1,4,1,2,4,2,3,3,2,2,3,3,2,2,3,2,3,3,5,5,3,4,1,2.5,0.905,11,70.6,48.277,41.032,55.956,62.736,4,52.00025,-0.260056817,2,2,1,1,1,1,0,0, , ,0,0,5,5,5,3,3,5,2,3,3,2,2,3,3,2,3,3,2,3,3,5,4,4,4,4,4,4,4,4,4,3,0,2,1,5,2,4.5,-0.33,-0.1,0.03,0.07,49.68,44.16,55.79,64.53
4598159,45981,45,1,1,1,5,5,1,3,3,1,1,4,3,1,3,3,2,1,3,6,6,6,4,1,4,0.697,12,56.33,65.334,70.044,67.108,62.519,4,66.25125,0.875840258,6,7,3,7,3,6,3,6, , ,2,3,8,8,8,8,5,6,2,3,3,1,1,3,3,2,2,2,2,4,3,5,5,5,5,5,5,5,4,4,5,5,0,0,0,5,2,8,0.47,0.19,0.03,0.07,64.22,65.9,67.36,67.19
4598512,45985,45,1,2,0,3,5,2,3,3, ,2,3,3,2,3,3,2,3,3, ,5,2,7,4,2.3,0.033,11,56.33,52.608,48.984,44.233,47.664,3,48.37225,-0.027020066,1,2,1,2,1,1,1,1, , ,1,1,5,7,3,7,2,1,2,4,3,1,2,4,3,2,3,4,2,4,3,5,4,3,3,4,4,4,3,4,4,5,0,3,2,6,2,5.5,0.06,0.48,0.48,0.51,54.57,40.46,47.96,48.04
